0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
-0.052875756,-0.258731643,0.258731643,-0.48347178,-0.303087187,0.303087187,-0.110519798,-0.202220874,-0.034228688,-0.639199739,-0.397090244,0.397090244,-0.278239369,-0.02370927,0.02370927,-0.032093461,-0.04739706,0.027116592,0.068467747,-0.046785477,-0.065125268,0.044920782,-0.293133906,-0.791443272,0.874443503,-0.031148758,0.534109803,-0.425502812,0.921857386,-0.154207609,-0.309655914,0.147031871,-0.028751465,0.203339936,1.205474758
-0.006187483,-0.117577754,0.117577754,0.283112776,0.173562683,-0.173562683,-0.10733036,-0.205260346,-0.042669333,-0.1649792,-0.048306691,0.048306691,-0.277489859,-0.01452593,0.01452593,-0.032067413,-0.04680713,0.027116592,-0.824652103,-0.049170245,-0.068047594,0.046107601,-0.311708707,-0.233795478,0.83109584,-0.548264125,0.66216956,-0.652159047,0.083452631,-0.157221247,-0.222823615,0.148426049,0.700671235,0.580748636,1.230005847
-0.053221557,-0.24185849,0.24185849,-0.493971402,4.696550573,-4.696550573,-0.179092701,-0.181053123,0.147245187,-0.657831181,-0.236006706,0.236006706,-0.279927965,-0.0189001,0.0189001,-0.031907869,-0.04556517,0.026982757,0.894543748,-0.032950565,-0.020816641,0.035520582,-0.309877388,1.085329993,0.809422008,-1.280844228,0.085900652,-0.370792687,-0.898678654,-0.084893937,0.063144088,0.104277059,0.241765746,0.514811689,0.543135357
-0.050367216,-0.254830511,0.254830511,-0.51400229,-0.197565835,0.197565835,-0.105416698,-0.205803109,-0.047733721,-0.469785805,-0.26985425,0.26985425,-0.281406898,-0.024965937,0.024965937,-0.032340917,-0.047862795,0.027175145,-0.516968723,-0.04894992,-0.067923278,0.046000074,-0.305560709,-1.875972085,-0.339291076,0.284866189,0.752285686,-0.550554528,1.44885466,-0.179990956,-0.371017404,0.154932216,0.96387785,-0.705959581,0.933468272
-0.027150718,-0.162021026,0.162021026,-0.102588649,0.629018094,-0.629018094,-0.122001772,-0.197878771,-0.003842365,-0.16450712,-0.176004242,0.176004242,-0.263576839,-0.006164258,0.006164258,-0.031930661,-0.047583354,0.02716678,-0.931203935,-0.049191695,-0.068104722,0.046121224,-0.299281903,-2.315680575,-1.596373319,1.074903555,0.96097566,-0.792842227,1.197333234,-0.19254778,-0.372175168,0.168874003,-1.819763697,0.930551845,1.45150715
-0.051602184,-0.258482229,0.258482229,-0.4771517,-0.354495026,0.354495026,-0.202694537,-0.172260365,0.209705962,-0.620694186,-0.411398524,0.411398524,-0.28205346,-0.027745105,0.027745105,-0.032360453,-0.047583354,0.027200239,-0.208088132,-0.048229431,-0.066829763,0.045724724,-0.289340461,-0.600432878,-0.079205095,0.083765768,0.783114886,-0.699053441,0.694290381,-0.171787164,-0.298078274,0.159579479,0.551535492,-0.13547767,-0.132912593
0.156716989,0.625023458,-0.625023458,2.790269784,0.331393766,-0.331393766,-0.202566959,-0.17373668,0.209621555,-0.176938572,0.354786785,-0.354786785,-0.282585776,-0.026415938,0.026415938,-0.031732045,-0.043236495,0.02597063,-0.840215854,-0.049174398,-0.067973759,0.04608259,-0.310139005,-0.644019143,0.094185559,0.069401453,-1.370186218,3.974754434,-2.371875581,0.116350105,1.087765209,-0.416681032,-1.641775411,-0.349941165,-2.2865979
-0.027376392,-0.24193369,0.24193369,-0.193215307,-0.29722489,0.29722489,-0.035886964,-0.210796527,-0.149021465,0.264236337,-0.369089094,0.369089094,-0.280578293,-0.027890106,0.027890106,-0.021156559,-0.041063066,0.019772396,0.691017777,-0.038231237,-0.063132437,0.036448019,-0.267887874,-1.013220441,-2.506674253,0.758888609,-4.512393225,0.504569323,1.017675072,2.982822027,1.01829937,-2.116184811,-1.573674525,0.03837372,-0.500878927
-0.044872422,-0.257359742,0.257359742,0.211196919,-0.393727323,0.393727323,-0.032059639,-0.208951134,-0.095001334,-0.165152297,-0.448630822,0.448630822,-0.27630847,-0.027817606,0.027817606,-0.031732045,-0.046682934,0.026966028,-0.324217656,-0.048586266,-0.06737194,0.045806011,-0.208762453,0.130278024,-0.859463039,0.643974083,0.114358376,-0.073794862,0.3828829,-0.106491676,-0.228612435,0.120542476,-0.304355492,-0.869559295,-0.084571918
-0.049691627,-0.256536301,0.256536301,2.951770748,-0.325634485,0.325634485,-0.216090174,-0.170523524,0.245156672,-0.291764271,-0.394782457,0.394782457,-0.277545099,-0.025207604,0.025207604,-0.031692973,-0.04649664,0.026698358,-0.012942642,-0.047314716,-0.065695469,0.044694339,-0.282407613,-0.215848193,-1.314613506,1.362189871,-0.291164189,0.520200787,0.406837322,-0.070328021,-0.164935416,0.048509913,0.516843695,0.095369122,0.954391848
